id,location,recorded_at,created_at,source,additional,exclusion_flags,das_tenant
546c0eb2-73b9-4789-abb3-bc60ec268b1e,SRID=4326;POINT (-6.324268 8.516641),2024-07-01 18:02:59+00:00,2024-07-01 19:41:02.714741+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'horizontal_error': 56.5}",0,elephants-ci.pamdas.org
3cd8ac89-8c26-4e05-813d-3d3c6503a17d,SRID=4326;POINT (-6.306514058594749 8.51756311958564),2024-07-01 16:02:41+00:00,2024-07-01 19:41:02.239620+00:00,715235A (telonics-collars),"{'hdop': 0.9406116966588668, 'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'satellite_count': 9}",0,elephants-ci.pamdas.org
cd26e5ad-761b-45db-b844-79670923fca3,SRID=4326;POINT (-6.304924 8.518829999999999),2024-07-01 14:02:31+00:00,2024-07-01 19:41:01.992873+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'horizontal_error': 54.5}",0,elephants-ci.pamdas.org
0482fffa-4f4c-4db8-91e3-d9a60a7ca072,SRID=4326;POINT (-6.301997933566047 8.52002216366658),2024-07-01 12:01:59+00:00,2024-07-01 19:41:02.151287+00:00,715235A (telonics-collars),"{'hdop': 1.630786852597147, 'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'satellite_count': 6}",0,elephants-ci.pamdas.org
b346241d-e180-4608-98d0-d67699ed93db,SRID=4326;POINT (-6.293792872234476 8.525220713177633),2024-07-01 10:00:56+00:00,2024-07-01 19:41:02.461960+00:00,715235A (telonics-collars),"{'hdop': 0.827109648446798, 'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'satellite_count': 10}",0,elephants-ci.pamdas.org
b606a0d6-671c-4111-bc5c-4961ab329517,SRID=4326;POINT (-6.294023 8.529248000000001),2024-07-01 08:00:55+00:00,2024-07-01 19:41:02.176009+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'horizontal_error': 25.5}",0,elephants-ci.pamdas.org
b865cb93-3e0f-4709-b96f-91b401439db9,SRID=4326;POINT (-6.293026 8.527263),2024-07-01 06:01:38+00:00,2024-07-01 19:41:00.493147+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 33.5}",0,elephants-ci.pamdas.org
2ffe82c0-46af-45ad-ab13-0f6352d63252,SRID=4326;POINT (-6.293731077314855 8.524437886638207),2024-07-01 04:02:46+00:00,2024-07-01 19:41:01.604138+00:00,715235A (telonics-collars),"{'hdop': 0.994033268499941, 'frequency': 150.9, 'satellite_count': 8}",0,elephants-ci.pamdas.org
ba7418c5-c94b-47f9-9335-bc0373e38831,SRID=4326;POINT (-6.292554 8.524581),2024-07-01 02:01:31+00:00,2024-07-01 19:41:01.023120+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 61.5}",0,elephants-ci.pamdas.org
7f11bbaa-e3d8-4f4c-a199-ddd9aeb8ed70,SRID=4326;POINT (-6.292285 8.524076000000001),2024-07-01 00:01:07+00:00,2024-07-01 19:41:01.042003+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 25.5}",0,elephants-ci.pamdas.org
61e986bf-9fd9-4f46-9c03-1380598ed4c3,SRID=4326;POINT (-6.288101 8.520965),2024-06-30 22:00:51+00:00,2024-07-01 19:41:01.594093+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 13.5}",0,elephants-ci.pamdas.org
7368da25-d51f-432b-92d3-0d0817e1cf41,SRID=4326;POINT (-6.28426 8.521255),2024-06-30 20:02:30+00:00,2024-06-30 20:04:34.565260+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'horizontal_error': 30.5}",0,elephants-ci.pamdas.org
bb16bdf8-db0e-4629-9867-c7c584702f9b,SRID=4326;POINT (-6.290451 8.524634000000001),2024-06-30 18:02:37+00:00,2024-07-01 19:41:01.615937+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 11.5}",0,elephants-ci.pamdas.org
6aacdfea-2b4b-45fd-9dda-c6b56f1af1e2,SRID=4326;POINT (-6.290794 8.524838000000001),2024-06-30 16:01:26+00:00,2024-07-01 19:41:01.039759+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 22.5}",0,elephants-ci.pamdas.org
8529a8e7-7d8c-430c-bced-56050b22b8ec,SRID=4326;POINT (-6.289828043256916 8.522722475663409),2024-06-30 14:02:03+00:00,2024-07-01 19:40:59.976759+00:00,715235A (telonics-collars),"{'hdop': 1.0477881670557498, 'frequency': 150.9, 'satellite_count': 8}",0,elephants-ci.pamdas.org
b8c46064-90d6-43cf-b3f3-a22873326c9f,SRID=4326;POINT (-6.29397 8.524645),2024-06-30 12:01:02+00:00,2024-06-30 20:04:34.512154+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'horizontal_error': 11.5}",0,elephants-ci.pamdas.org
abd377af-ade9-43de-9e56-3aebe73026c7,SRID=4326;POINT (-6.293701347962845 8.529254221271994),2024-06-30 10:02:31+00:00,2024-06-30 20:04:34.292004+00:00,715235A (telonics-collars),"{'hdop': 1.5652979003288883, 'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'satellite_count': 8}",0,elephants-ci.pamdas.org
7208a26c-312e-411a-86ea-589c736262d0,SRID=4326;POINT (-6.292624505415644 8.529889826931132),2024-06-30 08:01:26+00:00,2024-06-30 20:04:32.243891+00:00,715235A (telonics-collars),"{'hdop': 0.8725380429940882, 'frequency': 150.9, 'satellite_count': 10}",0,elephants-ci.pamdas.org
a7ec19cc-d35b-412f-a85c-89333ea6bd9e,SRID=4326;POINT (-6.293476 8.529999),2024-06-30 06:00:54+00:00,2024-06-30 20:04:31.761728+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 24.5}",0,elephants-ci.pamdas.org
22970177-bd2a-4752-858f-6889a4687379,SRID=4326;POINT (-6.293476 8.529645),2024-06-30 04:03:03+00:00,2024-06-30 20:04:34.086903+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 77.5}",0,elephants-ci.pamdas.org
205233d0-a442-4487-9a63-33ffdd21e68b,SRID=4326;POINT (-6.291234 8.537659),2024-06-30 02:02:35+00:00,2024-06-30 20:04:33.837109+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 47.5}",0,elephants-ci.pamdas.org
78af46c1-f210-4fff-be8e-8b90a76d6eb7,SRID=4326;POINT (-6.312667735278684 8.549190982662527),2024-06-30 00:02:26+00:00,2024-06-30 20:04:31.753511+00:00,715235A (telonics-collars),"{'hdop': 1.580266811451358, 'frequency': 150.9, 'satellite_count': 6}",0,elephants-ci.pamdas.org
4ac1f0b4-469c-4720-86e5-43940c707b15,SRID=4326;POINT (-6.285473 8.558923999999999),2024-06-29 22:02:11+00:00,2024-06-30 20:04:32.920967+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 18.5}",0,elephants-ci.pamdas.org
54ed1f90-a776-4e79-bc57-18495d799437,SRID=4326;POINT (-6.286942 8.558161999999999),2024-06-29 20:01:06+00:00,2024-06-30 20:04:33.380518+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 29.5}",0,elephants-ci.pamdas.org
56165d63-ea86-4e47-9519-6180530f4ff4,SRID=4326;POINT (-6.288552 8.570017),2024-06-29 18:02:23+00:00,2024-06-29 19:41:50.256716+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'mortality': False, 'low_voltage': False, 'horizontal_error': 23.5}",0,elephants-ci.pamdas.org
a27c8111-fa0b-4ae5-9199-ede8bee2360f,SRID=4326;POINT (-6.295186012862349 8.559317153543301),2024-06-29 16:02:00+00:00,2024-06-30 20:04:32.018235+00:00,715235A (telonics-collars),"{'hdop': 1.3372088614342774, 'frequency': 150.9, 'satellite_count': 6}",0,elephants-ci.pamdas.org
1844c47f-3b28-4d0d-bc1f-fb0862a3a701,SRID=4326;POINT (-6.297841149113766 8.551169060898271),2024-06-29 14:02:14+00:00,2024-06-30 20:04:32.470436+00:00,715235A (telonics-collars),"{'hdop': 0.8315788936521765, 'frequency': 150.9, 'satellite_count': 10}",0,elephants-ci.pamdas.org
